Job Title,Company Name,Salary,Location,Description,Posted Days Ago,Skill1,Skill2,Skill3,Skill4,Skill5,Skill6,Skill7,Skill8
Data Science Engineer - Data Analyst/Scientist,Response Informatics,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Technical Expertise:Required: - Proven experience in solution / software/algorithm deve...,30+ Days Ago,Operations research,Analytical,Machine learning,SCALA,Algorithm development,Data Analyst,data visualization,Forecasting
Business Intelligence /Data Analyst,Kapture CX,8-10 Lacs PA,Bengaluru,Proficiency in SQL for data querying and manipulationExperience with BI tools such as T...,1 Day Ago,Report Generation,Data Analysis,Data Visualization,Forecasting,Predictive Modeling,Data Quality,SQL Queries,Tableau Reporting
Data Scientist (Image & Visual Data Analysis),Live Connections,20-30 Lacs PA,"Hyderabad, Pune, Bengaluru","proficiency in Python or R for data manipulation and analysis, with a focus on Natural ...",27 Days Ago,Data Science,Visual,Natural Language Processing,Text Mining,Gensim,Deep Learning,Pytorch,NLTK
Senior Lead Data Analyst,AtkinsRéalis,Not disclosed,"Gurugram, Bengaluru","Good communication skills, able to understand and work with users from all departments ...",17 Days Ago,Computer science,Data analysis,metadata,Data management,Analytical,Javascript,Data quality,Reporting tools
Senior Data Analyst,Capco,Not disclosed,"Bangalore/Bengaluru, Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai","Domain preferably BFSI . Ability of coding in PySpark, Python, SQL are must in Data ana...",30+ Days Ago,Data analysis,Coding,Bfsi,Agile,Stakeholder management,JIRA,Project delivery,Financial services
"SENIOR, DATA ANALYST",Walmart,Not disclosed,Bengaluru,"Demonstrates up-to-date expertise and applies this to the development, execution, and ...",28 Days Ago,Supply chain,Data analysis,SEZ,data visualization,Customer experience,Information technology,Monitoring,SQL
"SENIOR, DATA ANALYST",Walmart,Not disclosed,Bengaluru,"Demonstrates up-to-date expertise and applies this to the development, execution, and ...",28 Days Ago,Supply chain,Data analysis,Operational excellence,Networking,Analytical,Data processing,Troubleshooting,Analytics
Senior Data Analyst,Zynga,Not disclosed,Bengaluru,". Extended Health coverage, disability, critical illness and life insurance . Child car...",18 Days Ago,Computer science,SAN,Machine learning,Senior Data Analyst,QlikView,Gaming,Analytics,SQL
Senior Data Analyst - Operate,Pricewaterhouse Coopers Private Limited,Not disclosed,Bengaluru,Not Applicable Specialism Managed Services Management Level Senior Asso...,20 Days Ago,Leadership development,Managed services,SAS,Data management,Analytical,Manager Quality Control,Business intelligence,Continuous improvement
Senior Data Analyst,Flipkart,Not disclosed,Bengaluru,"Along with this, you will be expected to have a very good handle on different data stre...",26 Days Ago,Data Analysis,R,Power BI,BI,Tableau,QlikView,SQL,Python
Senior Data Analyst,Diageo,Not disclosed,Bengaluru,"Experience working with Microsoft Power BI, and Microsoft Azure . Strong communication ...",27 Days Ago,Microstrategy,ERP,SAP,Process improvement,Analytical,SEZ,Business intelligence,Stakeholder management
Senior Data Analyst,One Muthoot,Not disclosed,Bengaluru,Proven working experience as a Data Analyst or Business Data Analyst - Knowledge of sta...,30+ Days Ago,Data Analyst,Senior,Data,Data analysis,,,,
Senior Data Analyst,Zynga,Not disclosed,Hybrid - Bengaluru,About TeamZyngas data science and analytics team uses our unique and expansive data to...,29 Days Ago,Statistics,Python,SQL,Data Visualization,Tableau,Ab Testing,Ab,Data
Senior Marketing Data Analyst,Flowserve,Not disclosed,Bengaluru,Build and maintain a Market Research Library that houses all internal market intelligen...,21 Days Ago,Excel,Data management,Pumps,Analytical,Market intelligence,Market research,Valves,Business strategy
Senior Data Analyst,Simplilearn,Not disclosed,Bengaluru,"Define key metrics for the various domains Post Purchase (Engagement, Completion, Exper...",22 Days Ago,tableau,B2B,B2C,Product innovation,Data Analyst,data visualization,Analytics,Monitoring
Senior Data Analyst,Flowserve,Not disclosed,Bengaluru,Build and maintain a Market Research Library that houses all internal market intelligen...,26 Days Ago,Data management,Pumps,Analytical,Market intelligence,Market research,Valves,Data Analyst,Business strategy
Senior Data Analyst,Capco,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Define and obtain source data required to successfully deliver insights and use casesDe...,30+ Days Ago,SAS,Bfsi,Risk analytics,Business analysis,Senior Data Analyst,Management consulting,market data,Business intelligence
Senior Data Analyst,Accolite Software India Pvt Ltd,Not disclosed,Bengaluru,"Experience with Data Modeling and Data Warehousing, strong data analysis and modeling s...",30+ Days Ago,Unix,Performance tuning,Business objects,Application support,Data modeling,PLSQL,Informatica,Teradata
Senior Business Analyst - Data,Capco,Not disclosed,Bengaluru,"Experience in requirement management, Analytical thinking, Problem solving, Domain know...",12 Days Ago,Business Analyst,GCP,Analytical,Management consulting,Agile,Data Analyst,Scrum,market data
Business Data Analyst,Clairvoyant India Pvt. Ltd,Not disclosed,"Pune, Bengaluru",Must be able to integrate quickly into the team and work independently towards team goa...,8 Days Ago,Data analysis,RDBMS,Business analysis,Analytical,Gap analysis,data mapping,Business intelligence,JIRA
Senior Data Analyst,Tokopedia,Not disclosed,Bengaluru,Automate data extraction by creating denormalized tables or data mart based on business...,30+ Days Ago,Due diligence,Financial inclusion,Machine learning,Financial services,Analytics,Recruitment,Logistics,SQL
Senior Data Analyst,Gojek,Not disclosed,Bengaluru,Automate data extraction by creating denormalized tables or data mart based on business...,30+ Days Ago,Due diligence,Financial inclusion,Machine learning,Financial services,Analytics,Recruitment,Logistics,SQL
Senior Data Analyst I,Axa Technology Services,Not disclosed,Bengaluru,"MDM Senior Data Analyst 1 - Data Transparency Bangalore, India AXA XL recog...",22 Days Ago,Process design,Data analysis,Service level,Hoovers,Master data management,Agile,Data quality,MS Office
Walkin Interviews - BE/MBA Freshers - Data Analyst (HR/Others),Spire Technologies and Solutions Pvt. Ltd.,1.5-3.5 Lacs PA,Bangalore/Bengaluru,"Qualification: MBA. Passout Year: 2023, 2024 onlyExperience Range: 0-2 Years : As a Dat...",28 Days Ago,Human Resource Management,excel,data management,recruitment,Data Analysis,Interviewing,Hrsd,Resource management
Consultant Data Analysis Engineer,CoStrategix,Not disclosed,Hybrid - Bengaluru,Should be hands on in Data profiling / Data Quality tools preferably Informatica / Tale...,18 Days Ago,Data Validation,Data Quality,Data Analysis,Advanced Excel,Advance Sql,Data Profiling,Data Cleansing,Data Visualization
Market Research Data Analyst,Robas Research,Not disclosed,Bengaluru,0 - 2 years of relevant work experience. .,22 Days Ago,Usage,Market research,Data Analyst,Management,Analytics,Data analysis,Research,Data
Data Analyst II,Mobinius Technologies,Not disclosed,Bengaluru,that will allow you to move quickly and learn relevant industry technologiesQualificati...,26 Days Ago,Sales Representative,Business analytics,Analytical,Market intelligence,Customer support,Predictive modeling,Autodesk,Business strategy
Principle Engineer in Data Analysis,Cotocus Com,Not disclosed,Bengaluru,Preferably Masters in Computer Science / Electrical Engineering with 8+ years of exp...,30+ Days Ago,Electrical engineering,Computer vision,Redhat,Data analysis,Publishing,Neural networks,Artificial Intelligence,Machine learning
"Reference Data Analyst, AS",DWS Group,Not disclosed,Bengaluru,These checks and reviews are made in strict accordance with regulatory requirement and ...,17 Days Ago,Industry research,Career development,Due diligence,Risk assessment,Anti money laundering,Money laundering,Data Analyst,Training and Development
Associate Data Analyst,Tekworks,Not disclosed,Bengaluru,Job Overview: We are looking for a detail-oriented and analytical-minded fresher to joi...,20 Days Ago,excel,python,tableau,r,data analysis,data science,machine learning,sql
Data Analyst Intern,Cloud Counselage,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Cloud Counselage Pvt. Ltd. are looking for Interns, with an interest in Data Analyti...",30+ Days Ago,Supervisor,CVS,Technical management,Cloud,HTTP,Data analytics,Data Analyst,Application software
Associate Product Data Analyst,Millerknoll,Not disclosed,Bengaluru,Should be willing to be flexible in terms of working shifts (12 pm to 9pm IST). Who We ...,28 Days Ago,Product management,3D,Data analysis,Talent acquisition,Analytical,business rules,Data Analyst,Unit testing
Senior Business Analyst - Data,Capco,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",". Domain preferably BFSI Ability of coding in Python, SQL are must . Good Knowledge or ...",30+ Days Ago,Data analysis,Coding,Bfsi,Agile,JIRA,Project delivery,Stakeholder management,Financial services
Senior Business Analyst - Data,Capco,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Create environments where only the best will do and high standards are expected, regula...",30+ Days Ago,remediation,Change management,Team management,Business analysis,Management consulting,Agile,Senior Business Analyst,market data
Business Data Analyst,AARNA HR SOLUTIONS PVT. LTD.,Not disclosed,Bengaluru,"Position: Business Data Analyst . Qualification: Bachelor s Degree in Computer Science,...",30+ Days Ago,ERP,SAP,SAS,Business Data Analyst,XML,SPSS,Oracle,Data mining
Business / Data Analyst,Electricpe,Not disclosed,Bengaluru,. Bachelors degree in any quantitative field with prior experience of 3 to 5 years in D...,30+ Days Ago,Microstrategy,Business Analyst,VBA,Data modeling,Business Data Analyst,VLOOKUP,Advanced Excel,Business intelligence
Business Intelligence Data Analyst,Zerofox,Not disclosed,Bengaluru,. You are a team player with excellent collaboration and communication skills . 1+ year...,30+ Days Ago,Data analysis,Manager Quality Assurance,Analytical,Hypothesis Testing,Business intelligence,Apache,Analytics,SQL
Project Manager /Business Analyst (AC) - Asset Control Data Analyst,Leading Software Technologies,15-27.5 Lacs PA,Bengaluru,"Strong knowledge of automated reporting processes, Good understanding of Investment Ban...",13 Days Ago,Market data,Reference Data,Asset Control,Project Management,Regulatory Requirements,stack holder,Asset Control development,Market Data Validations
Data Analyst / Business Intelligence,Monrow Shoes,Not disclosed,Bengaluru,Monrow Shoes is looking for Data Analyst / Business Intelligence to join our dynamic te...,30+ Days Ago,Data Analyst,Business intelligence,Intelligence,Data,Data analysis,Business analysis,,
Business Analyst/ Data Analyst,Aptus Data Labs,Not disclosed,Bengaluru,". (Good to have) Prior experience with marketing platform such as moengage, clevertap, ...",30+ Days Ago,SAN,PDF,Analytical,SMS,Hypothesis Testing,Product design,QlikView,CRM
SAP Cloud Business Analyst / Tester / Data Analyst,Fort Technologies,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1. Business Analysis: Collaborate with stakeholders to gather and understand business...,30+ Days Ago,System testing,Data analysis,SAP,Testing tools,Business analysis,Regression testing,Scrum,Test cases
Scrum Master & Business Analyst (Data & Analytics),Teletrac Navman,Not disclosed,Bengaluru,INTRODUCTION We are seeking a technically passionate Scrum Master Business Analyst...,15 Days Ago,ERP,Technology management,Project management,Production engineering,Telematics,Scrum,Risk management,JIRA
Senior Data Analyst,Fermat,Not disclosed,Bengaluru,"Bachelor s degree in Data Science, Statistics, Computer Science, or a related field . A...",1 Day Ago,Computer science,Customer acquisition,Data analysis,Analytical,Senior Data Analyst,Equity,Wellness,Data quality
Senior HR Data Analyst,UL Solutions,Not disclosed,Bengaluru,Previous experience doing large scale data analysis is required and proven experience l...,1 Day Ago,Data analysis,Excel,Data management,Talent acquisition,Data collection,SPSS,data visualization,Analytics
Real Estate Data Analyst,Crisil,Not disclosed,"New Delhi, Bengaluru",Ensure minimum 80% coverage of the city market for real estate coverage,1 Day Ago,Retail,Data analysis,Excel,Sales,query,Leasing,Data Analyst,Research
Real Estate Data Analyst,Crisil,Not disclosed,"New Delhi, Bengaluru",Ensure minimum 80% coverage of the city market for real estate coverage,1 Day Ago,financial analysis,data analysis,administration,real estate,estate,business development,sales,excel
Risk and Finance Data Analyst - 2,Capgemini,Not disclosed,"Hyderabad, Pune, Bengaluru",The Strategy and Transformation consultant supports Capgemini clients to innovate and d...,6 Days Ago,Data Analysis,data analytics,data mining,Risk Analysis,data visualization,Analysis,Risk,Finance
Lead Data Analyst,Mphasis,Not disclosed,Bengaluru,Position Overview: We are seeking a detail-oriented MDM (Master Data Management) Data A...,5 Days Ago,data cleansing,Data analysis,Data management,Analytical,power bi,Data Analyst,Data quality,QlikView
Lead Data Analyst,Mphasis,Not disclosed,Bengaluru,We are seeking a detail-oriented MDM (Master Data Management) Data Analyst to join our ...,6 Days Ago,data cleansing,Data analysis,Data management,Analytical,power bi,Data Analyst,Data quality,QlikView
Forecasting Analyst / Data Scientist,Locus It Services,Not disclosed,Bengaluru,. Should be flexible working in US shifts . Maintain process documentation and tweak as...,30+ Days Ago,BPO,Analyst,Statistical modeling,Process documentation,Analytical,Trend analysis,Budgeting,Forecasting
Senior Data Analyst,Pubnative,Not disclosed,Bengaluru,"Minimum of 5 years in a Data Analyst, Data Engineer, Data Scientist, or equivalent role...",5 Days Ago,Machine learning,German,Data Analyst,Medical insurance,data visualization,Gaming,SQL,Data extraction
Senior Data Analyst I,AXA Global Business Services,Not disclosed,Bengaluru,"MDM Senior Data Analyst 1 - Data Transparency Bangalore, India AXA XL recogniz...",26 Days Ago,Process design,Data analysis,Service level,Hoovers,Master data management,Agile,Data quality,MS Office
Sr. Data Analyst _Bangalore,FedEx,15-25 Lacs PA,Bengaluru,"Bachelors degree in a relevant field (e.g., Business, Data Science, Computer Science)Ma...",27 Days Ago,Power Bi,SQL,Stakeholder Management,Descriptive Analysis,Azure Cloud,Data Visualization,Pyton,Tableau
Senior Data Analyst,Verve,27.5-42.5 Lacs PA,"Hybrid - Pune, Bengaluru",Who We AreVerve has created a more efficient and privacy-focused way to buy and moneti...,3 Days Ago,Data Science,Tableau,Adtech,Data Analytics,Looker,Large Databases,Data Engineering,Business Analytics
Sr. Data Analyst,Omnicell,Not disclosed,Bengaluru,Bachelor s degree in computer science or information systems . Required Knowledge and S...,5 Days Ago,Computer science,Product management,Data management,Pharmacy,Machine learning,Senior Data Analyst,Data analytics,Data warehousing
Senior Data Analyst,Clarivate,Not disclosed,Bengaluru,Experience evaluating fit-for-purpose data and implementing research protocols . .,30+ Days Ago,Automation,Claims,Process improvement,Pharmacy,Pharma,Healthcare,Life sciences,Operations
Senior Data Analyst III,VIA,Not disclosed,"Mumbai, Bengaluru",primarily for broadcast business . Bring structure to large quantities of data and make...,30+ Days Ago,Telecom,Bfsi,Analytical,Consulting,Scheduling,Data mining,SQL,Business operations
Senior Data Analyst,VIA,Not disclosed,"Mumbai, Bengaluru",primarily for broadcast business . Bring structure to large quantities of data and make...,30+ Days Ago,Statistical programming,Telecom,Bfsi,Analytical,Consulting,Scheduling,Data mining,SQL
Senior Data Analyst - Healthcare,Asklaser,Not disclosed,Bengaluru,Values working in an environment where priorities quickly shift and evolve . Nice to ha...,30+ Days Ago,Industry research,Business analysis,Aerospace,Project management,Consulting,Healthcare,Account management,Automotive
Senior Data Analyst,Ipsos,Not disclosed,Bengaluru,Work closely with team members on design and execution of large-scale modeling effor...,30+ Days Ago,Linux,Neural networks,Pharma,Consulting,Machine learning,Market research,Healthcare,Oncology
Data Analyst,Renaissance Academy Of Wisdom,5.5-9.5 Lacs PA,"Hybrid - Chennai, Bengaluru, Mumbai (All Areas)","Qualifications: . Bachelors degree in Data Science, Statistics, Mathematics, Computer S...",12 Days Ago,Tableau,TRANSFLOW,Business Intelligence,Insights,SQL,Collaboration,Data Analysis,Data Visualization
Data Analyst,Renaissance Academy Of Wisdom,4.25-6 Lacs PA,Bengaluru,"Hands-on experience working with Rest APIs and Micro Services Flask, API frameworksExpe...",9 Days Ago,Tensorflow,Data Science,Keras,Data Analytics,MATLAB,Machine Learning,Deep Learning,Science
Statistical Data Analyst,Altimetrik,25-35 Lacs PA,Hybrid - Bengaluru,"Role & responsibilities Strong SQL and Python skillsConsultation, Analytical and presen...",5 Days Ago,Statistical Analyses,Ab Testing,SQL,Python,Ab,Data,Statistical Data Analysis,Statistics
"Reference Data Analyst, AS",Deutsche Bank,Not disclosed,Bengaluru,These checks and reviews are made in strict accordance with regulatory requirement and ...,8 Days Ago,Data Analysis,AML,KYC documentation,Compliance,KYC,Banking,Investigation,financial services
"Reference Data Analyst, AS",Deutsche Bank,Not disclosed,Bengaluru,These checks and reviews are made in strict accordance with regulatory requirement and ...,10 Days Ago,Data Analysis,tax analysis,risk assessment,aml,anti money laundering,kyc,industry research,compliance
Senior Data Analyst I,Axa Xl,Not disclosed,Bengaluru,What will your essential responsibilities includeLearn identified processes and Build-u...,7 Days Ago,Data Analytics,EBX MDM,MDM Development,root cause analysis,MDM Design,MDM implementation,SQL,Analysis
Senior Data Analyst,Brickwork Ratings (BWR),Not disclosed,Bengaluru(Kalena Agrahara),Education : Graduate / Post Graduate preferably in Mathematics / Science,8 Days Ago,MIS,Billing,Data Analysis,Advanced Excel,Dashboards,MIS Reporting,Invoicing,Reporting
Senior Data Analyst,Enphase Energy,Not disclosed,Bengaluru,. 7 to . 10 . years experience in a . technical role,12 Days Ago,Product quality,Automation,Data management,Process improvement,Machine learning,Data structures,Monitoring,SQL
Senior Software Engineer - Python Data Analysis and Automation,A Global Automotive Company,25-40 Lacs PA,Bengaluru,Your Background . Bachelors degree or higher in engineering discipline (IT / EE/EC / CS...,12 Days Ago,Python,Linux Application Development,AI,Adas,ML,Application,Application development,Data analysis
Data Analyst-Data & Analytics aaS Associate - Operate,Pricewaterhouse Coopers Private Limited,Not disclosed,Bengaluru,Not Applicable Specialism Managed Services Management Level Associate ...,20 Days Ago,Leadership development,SAS,Data management,Analytical,Manager Quality Control,Risk management,Business intelligence,Continuous improvement
Data Analyst 2,upGrad,Not disclosed,Bangalore Rural,"We are looking for a Data Analyst - II role with the below skill set, 1. Having 3+ yrs...",16 Days Ago,data analyst,Data Analysis,Google Analytics,Data Extraction,Advance Sql,Tableau,Data Warehousing Concepts,Business Analysis
Data Analyst Specialist,AtkinsRéalis,Not disclosed,Bengaluru,The ideal candidate will have extensive experience in Data Analyst and Microsoft power ...,17 Days Ago,Data analysis,metadata,Manager Quality Assurance,Data modeling,Data quality,Stored procedures,microsoft,Data mining
"Global Reconciliation Group, NCT - Data Analyst",Deutsche Bank,Not disclosed,Bengaluru,Role DescriptionReconciliation Transformation Program has a requirement for a Data Anal...,24 Days Ago,Data Analysis,RPA,object-oriented analysis and design,MS Access,VBA,Automation Anywhere,Advanced Excel,SQL Server
Associate Manager - Marketing Analyst / Data Analyst,Sutherland,Not disclosed,Remote,"Preferred candidate profile . Bachelors or masters degree in marketing, business analyt...",16 Days Ago,Data Modelling,Data Miner,Marketing Analytics,Marketo,Market Research,Power Bi,Tableau,data integration
Analytics - Data Analyst,Deutsche Bank,Not disclosed,Bengaluru,Diligent Must take ownership of a problem and see it through to its resolutionThe succe...,26 Days Ago,Analytics,T-SQL,Analytics Data Analyst,MS Access,SSRS,MS SQL Server,Tableau,SSIS
Assitant Manager - Manager Data Analyst,CBRE,Not disclosed,Bengaluru,Job Summary:We are seeking a detail-oriented and analytical Data Analyst to join our te...,27 Days Ago,Data Analysis,Data Modeling,Data Analytics,Management,Modeling,Analytics,Analysis,Data
Data Analyst Space Management,Jones Lang LaSalle (JLL),6.5-7.5 Lacs PA,Bengaluru,Data Analyst Space managementJob Summary - We are looking for a Space Data Analyst for...,7 Days Ago,Power Bi,Analysis,Tableau,SQL,Bi,Data analysis,Data management,Management
Associate Data Analyst,Merck,Not disclosed,Bengaluru,SCOPE OF RESPONSIBILITY: The Data Scientist will be responsible for designing and imp...,30+ Days Ago,Product management,Associate Data Analyst,GCP,Project management,Machine learning,Data quality,data visualization,SQL
Legal & Integrity Operations Developer & Data Analyst,Hitachi Energy,Not disclosed,Bengaluru,"Your Background: . Bachelors degree in Business Administration, Management, or related ...",30+ Days Ago,Administration management,Business administration,Telecom,Data management,Legal,Manager Technology,User support,Data Analyst
Market/Data Analyst,Jindal Aluminium,10-15 Lacs PA,Bengaluru,Must have capability to look things from different perspectives & not to overlook anyth...,14 Days Ago,aluminium scrap,Market Data,Non Ferrous,Data Mining,Metal,Data Analytics,Market Research,Research
Data Analyst - Power BI,Creative Synergies,Not disclosed,Bengaluru,"Other Skill Requirement Hands on PowerBI services, publishing the reports, and embedded...",30+ Days Ago,Performance tuning,Publishing,GIT,Cloud Services,Agile,power bi,Data Analyst,JIRA
SCM Master Data Analyst,Hitachi Energy,Not disclosed,Bengaluru,"Job Schedule: Full time Education: Bachelor s degree in supply chain management, Infor...",21 Days Ago,Data analysis,Supply chain management,Data validation,Manager Quality Assurance,Data management,Master data management,Process improvement,Data quality
Advanced Data Analyst I,Novo Nordisk,Not disclosed,Bengaluru,"Job description Bangalore, India Job category Data AI Department - P...",28 Days Ago,Data analysis,MS SQL,Debugging,Machine learning,Healthcare,healthcare analytics,Business intelligence,Continuous improvement
"Data Analysis and Simulation Professional - Power Apps, Power Automate",Siemens,Not disclosed,Bengaluru,"Degree in Computer Science, MIS, Engineering, or relevant field . Microsoft Dynamics or...",30+ Days Ago,Data analysis,MIS,power bi,JSON,Stored procedures,Microsoft Dynamics,Unit testing,Data mining
IT Data Analyst,Siemens,Not disclosed,Bengaluru,"Qualifications: . bachelors / masters degree in computer science, Information Systems, ...",30+ Days Ago,Data analysis,Analytical,Data Analyst,Data quality,Stakeholder management,Business Technical Analyst,Downstream,CRM
Process Expert- O2C (Data Analyst),Siemens,Not disclosed,Bengaluru,Creating multiple Tableaudashboards to visualize the business analysis . Understanding ...,30+ Days Ago,tableau,Publishing,Excel,Business analysis,Functional testing,Process Expert,Siemens,Data Analyst
Senior Data Analyst- Dashboard Reporting,Apexon,Not disclosed,Bengaluru,Our benefits and rewards program has been thoughtfully designed to recognize your skill...,21 Days Ago,Microstrategy,Data modeling,Bfsi,Postgresql,Healthcare,Asset management,QlikView,Analytics
Senior Data Analyst,Zageno,Not disclosed,Bengaluru,You will play a crucial role in uncovering insights from our vast datasets to drive ...,30+ Days Ago,Senior Analyst,Analytical,Focus,Senior Data Analyst,Life sciences,data visualization,Merchandising,Analytics
"Sr. Data Analysts,",Navedas,Not disclosed,"Bangalore/Bengaluru, Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai","Sr. Data Analysts, India You would be part of the Research team, which s...",30+ Days Ago,Client development,Industry research,Consulting,Management,Recruitment,analysis,research,analysts
Senior Data Analyst,Startapp Global,Not disclosed,Bengaluru,"Experience working with large data sets and distributed computing tools (eg, Vertica / ...",30+ Days Ago,Microstrategy,Statistical modeling,Excel,Analytical,Industrial engineering,Data Analyst,Management,SQL
Sr Data Analyst,Rarr Technologies,Not disclosed,Bengaluru,"Candidate should be able to leverage various technology platforms Advanced Excel / VBA,...",28 Days Ago,advanced analytics,Automation,Excel,Pharma,Senior Data Analyst,Technical leadership,campaign analytics,SQL
Senior Data Analyst,Quince Corporate Services,Not disclosed,Bengaluru,"Qualifications: . Bachelors degree in math, science, engineering, or related fieldExper...",28 Days Ago,Product management,Data analysis,Interpersonal skills,Analytical,Senior Data Analyst,Agile,data governance,E-commerce
Sr Data Analyst,Target,Not disclosed,Bengaluru,BTech / BE or Masters in Statistics Experience working in an agile environment . .,30+ Days Ago,Automation,Data analysis,GIT,Agile,PLSQL,OLAP,Open source,Unix shell scripting
Senior R&D Data Analyst,One of Leading Product Company,Not disclosed,Hybrid - Bengaluru,"Process Improvement: Identify opportunities to streamline data collection processes, en...",21 Days Ago,Power Bi,Data Visualization,SDLC,Python,SQL,Analysis,Data,R
Data Analyst/Senior Data Analyst,MNC,Not disclosed,Hybrid - Bengaluru,Contribute to continuous improvement of data quality and analytics process. Assist in d...,11 Days Ago,Power Bi,SQL,SAAS,Tableau,PYTHON,Bi,Senior,Data analysis
Senior Marketing Data Analyst,Strategic Skill Tech,Not disclosed,"Mumbai, Delhi / NCR, Bengaluru","Qualifications: Education: Bachelors degree in Marketing, Data Science, Statistics, Eco...",15 Days Ago,data analysis tools,Google Data Studio,R,data analysis,Power BI,data visualization,Tableau,marketing analysis tools
Senior Data Analyst,FedEx,Not disclosed,"Hybrid - Bengaluru, Mumbai (All Areas)","Who we are At FedEx, moving the world doesnt only mean delivering for our customers a...",16 Days Ago,Data Analyst,Power Bi,SQL,Python,Senior,Data analysis,Bi,Data
Senior Data Analyst,Mediamath,Not disclosed,Bengaluru,You have: . 8+ years of experience working at a start-up or tech company in an analytic...,30+ Days Ago,Supply chain,Digital media,Data analysis,Service level,Predictive modeling,Forecasting,Analytics,Product marketing
"Senior Analyst, Data Analysis",Assimilate Solutions,Not disclosed,Bengaluru,SitusAMC is where the best and most passionate people come to transform our client s b...,20 Days Ago,Data analysis,Staffing,Analytical,Genetics,market data,Data mining,Analytics,SQL
Senior Data Analyst - Data Analytics (Cloud),Netradyne,Not disclosed,Bengaluru,"Requirements: . At least 5 years of experience in data analysis, machine learning, or a...",30+ Days Ago,Data analysis,Analytical,Senior Data Analyst,Machine learning,thermal,Data analytics,Scheduling,Data quality
"Sr. Data Analyst, Client Reporting",Webmd Guru,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Description. There's likely a reason you've taken the time out of your busy day to revi...,20 Days Ago,python,tableau,sql queries,git,alluxio,communication skills,docker,jira
Sr Data Analyst,Target,Not disclosed,Bengaluru,A role with the Business team means being a part of the team that enables fas...,21 Days Ago,Automation,Data analysis,GIT,Agile,PLSQL,OLAP,Open source,Unix shell scripting
Senior Data Analyst- ETL Testing,Apexon,Not disclosed,Bengaluru,Essential experience with ETL tools like Informatica PowerCenter and databases such as ...,21 Days Ago,Data migration,Manager Quality Assurance,Testing tools,Bfsi,Wellness,PLSQL,Healthcare,Informatica
Sr Data Analyst,Target,Not disclosed,Bengaluru,Develop and maintain tracking plans requirement specifications and . tagging strategies .,30+ Days Ago,Computer science,Manager Quality Assurance,Google Analytics,Javascript,Data collection,Instrumentation,HTML,Data quality
Senior Data Analyst (L5),Global Pharma Tek,Not disclosed,Bengaluru,Bachelor s or . Master s Degree . Ability to self-process the data and come out with in...,30+ Days Ago,data science,Consulting,Senior Data Analyst,IT infrastructure,Programming,Data Analyst,Data analytics,Weaving
Sr Data Analyst II,Planview,Not disclosed,Bengaluru,Perform data analysis using PowerBI to extract insights and trends from various data so...,30+ Days Ago,Data analysis,Technology management,Enterprise architecture,Project management,SSRS,Agile,Strategic planning,innovation management
"Senior Data Analyst, Insights and Analytics",Zeta Global,Not disclosed,Bengaluru,This role is hybrid and you must be able to go into the client office in Fort Lauderdal...,30+ Days Ago,Digital media,Equity,Account management,Online advertising,Data Analyst,Management,MS Office,Analytics
Senior Data Analyst - AWS,Expedite Technology Solutions,Not disclosed,Bengaluru,"Experience identifying and defining KPIs using data for business areas such as Sales, C...",30+ Days Ago,Supply chain,Analytical skills,SQL queries,Data analysis,Excel,Senior Data Analyst,Agile,Data analytics
Sr Data Analyst,Codehall Technology,Not disclosed,Bengaluru,"Proficient in basic statistics (sample sizing, Bayesian vs frequentist) Experience: 5?1...",30+ Days Ago,jQuery,Javascript,Ajax,Data,Data analysis,SR,,
Senior Data Analyst,Ecolab Digital Center (EDC),Not disclosed,Bengaluru,Independence Level / Reports to: Applies advanced knowledge of job area typically obtai...,28 Days Ago,Data analysis,Senior Data Analyst,data governance,Data Analyst,Research,SQL,Senior,Analysis
Senior Data Analyst,Netradyne,Not disclosed,Bengaluru,"Qualifications: . Bachelors degree in Computer Science, Information Systems, Statistics...",30+ Days Ago,Data analysis,ERP,Reporting Analyst,Data modeling,Data quality,Data mining,Operations,SQL
Sr Data Analyst,Codehall Technology,Not disclosed,Bengaluru,Experience: 510 yrsWe collect peta- bytes of retail data and are looking for data analy...,30+ Days Ago,Product management,Retail,Data analysis,Diagnostics,Manager Technology,Forensic,data integrity,Data Analyst
