Job Title,Company Name,Salary,Location,Description,Posted Days Ago,Skill1,Skill2,Skill3,Skill4,Skill5,Skill6,Skill7,Skill8
Assistant Manager-GIS,Wipro,Not disclosed,Bengaluru,"Excellent analytical skills for MIS, number crunching & reporting to internal & externa...",28 Days Ago,customer service,presentation skills,cartography,gis,qgis,project management,mis preparation,data analysis
Assistant Manager Learning designer (Instructional Designer),Simplilearn,Not disclosed,Bengaluru,We are seeking an experienced Ed Tech Instructional Designer to join our team. The ide...,22 Days Ago,Team management,Manager Quality Assurance,Instructional design,agile project management,Shaping,Manager Technology,Management,Design
Assistant Manager - Debt Management Services - SME,Bajaj Finserv Ltd.,Not disclosed,Bengaluru,Required Qualifications and Experience Prefer Candidates with retail Debt Management Se...,30+ Days Ago,Retail,Matrix,People management skills,Relationship,Legal,Management,Debt management,Cost
Online Tutors required For a coaching Institute,Global Jobs Consultants,6-16 Lacs PA,"Hyderabad, Chennai, Bengaluru",Maths/ Physics/ Chemistry/ Accounts teachers with 3 + years experience in online coachi...,14 Days Ago,Tutoring,Online Tutoring,Mathematics,Institute,Coaching,,,
Medical Coder,Yogam Bpo,Not disclosed,"Chennai(Madipakkam +3), Bengaluru, Thiruvananthapuram",Healthcare facilities prefer to hire freshers who have completed formal skill-based lea...,20 Days Ago,fresher,bsc nurse,biochemistry,Biotechnology,VisionaryRCM,Ayurveda,VeeTech,Biology
Research Scientist,IIPTA,8-10 Lacs PA,"Hyderabad, Chennai, Bengaluru",Patent Writing for United States Patent and Trademark Office Kindly provide minimum two...,20 Days Ago,Life Sciences,Drug,Biotechnology,Pharmaceutics,Zoology,Biology,Biochemistry,Pharmacology
Biotech Researcher,IIPTA,4-5.5 Lacs PA,"Hyderabad, Chennai, Bengaluru",Patent Search & Analysis on the latest tech Creating patent reports on inventions The c...,20 Days Ago,Biotechnology,Microbiology,Biology,Cell Biology,Life Sciences,Health Care Services,Bioprocess Engineering,Zoology
Hiring BSC or MSC Candidates,JOB Junction India.com,Not disclosed,Bangalore/Bengaluru,Job Location: Bangalore Contact Number: 9845798290 / 9845514305,29 Days Ago,Microbiology,Bsc,MSC,Chemistry,chemical,Biotechnology,Molecular Biology,Zoology
Lake Monitoring Intern,1010 Solutions,Not disclosed,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",We are looking for a passionate Lake Monitoring Intern to help scout lakes with eutroph...,1 Day Ago,Biotechnology,Environmental science,Intern,Microbiology,Data collection,Biology,Internship,Monitoring
Customer Success Executive / Training Coordinator,Chipedge Technologies,Not disclosed,Bengaluru,"Proficient in Microsoft Office, Outlook, Google Drive and web applications Industry Typ...",1 Day Ago,web application,edtech,mathematics,administration,google drive,training,teaching,business development
Mathematics - Associate Professor,Dayananda Sagar Institutions (DSI),Not disclosed,Bengaluru,Job Description: To develop the quality assurance framework within the College?s overal...,30+ Days Ago,Counselor,Mentor,Trainer,Advisor,Educator,Teaching,Training,Counselling
Mathematics- Associate Professor,CMR Jnanadhara Trust,Not disclosed,Bengaluru,"Qualifications are the same as that for Assistant Professors. In addition, the applican...",30+ Days Ago,Counselor,Mentor,Trainer,Advisor,Educator,Teaching,Mathematics,Counselling
Chemistry- Associate Professor,CMR Jnanadhara Trust,Not disclosed,Bengaluru,"Qualifications are the same as that for Assistant Professors. In addition, the applican...",30+ Days Ago,Counselor,Mentor,Trainer,Advisor,Educator,Teaching,Chemistry,Counselling
Associate Developer,Axa Technology Services,Not disclosed,Bengaluru,. Should perform Application Developer duties when required . Informatica / SQL server ...,30+ Days Ago,Computer science,Application support,MS SQL,Scheduling,Customer service,Business strategy,Oracle,Operations
Senior Chemistry Teacher TGT,Dextres Trainers,5-9 Lacs PA,Bengaluru,Preferred candidate profile . We would prefer a candidate with atleast 5 year experienc...,4 Days Ago,TGT,Teaching Chemistry,Pedagogy,Senior,Teaching,Teaching Biology,Chemistry,
Research Associate,St. Johns Research Institute,Not disclosed,Bengaluru,"The candidates must be self-motivated, able to multi-task and to work within a very col...",30+ Days Ago,Data analysis,Analytical Research Associate,Analytical,Focus,Principal Investigator,Molecular biology,Research Associate,Investigation
"Research Associate, Medical Technologies",Emerg Medtech,Not disclosed,Bengaluru,"EMeRG is looking for Research Associate, Medical Technologies to join our dynamic team ...",30+ Days Ago,medical writing,molecular biology,pharmaceutical,biotechnology,drug safety,scientific writing,clinical data management,medical research
Associate Data Analytics - Freshers,Bigspire Software,Not disclosed,Bengaluru,"Qualifications: Bachelor or Master degree in Business Management, Mathematics, Statisti...",30+ Days Ago,Computer science,Analytical skills,Economics,Hadoop,Business management,Data analytics,Mathematics,Statistics
CEO Assistant,Baryons Software Solutions,Not disclosed,Bengaluru,Extensive market research analysis. Conceiving and developing efficient and intuit...,30+ Days Ago,Interpersonal skills,Sales,Analytical,Relationship,Market research,Presales,Mathematics,Research analysis
Dy. Manager / Assistant Manager,Endo Pharmaceuticals,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Should having sound knowledge about the hyphenated techniques like mass spectrometry an...,30+ Days Ago,Chemistry,Method validation,Compliance,Pharma,Analytical,Equity,Troubleshooting,Mass spectrometry
Project Assistant (PA)/Junior Research Fellow,Institute Of Bioinformatics And Applied Biotechnology,Not disclosed,Bengaluru,Master s degree (MSc OR equivalent) in Life Sciences/ Biochemistry/ Molecular Biology/ ...,30+ Days Ago,Biotechnology,Zoology,Cell biology,Genetics,Biochemistry,Life sciences,Biology,Research
PGT Math Teacher,TriGem Solutions,Not disclosed,Bengaluru,Requirements . Bachelors degree in Science/ Math and Education . More than 3 years of ...,30+ Days Ago,Monitoring,Teaching,PGT,Mathematics,,,,
PGT Chemistry Teacher,TriGem Solutions,Not disclosed,Bengaluru,Requirements . Bachelors degree in Science and Education . More than 3 years of teachi...,30+ Days Ago,Chemistry,Monitoring,Teaching,PGT,PGT Chemistry,,,
"PGT Biology Teacher, Grade 9-12",TriGem Solutions,Not disclosed,Bengaluru,Requirements . Bachelors degree in Science and Education . More than 3 years of teachi...,30+ Days Ago,Biology,Monitoring,Teaching,PGT,Grade,PGT Chemistry,,
Project Assistant,Institute Of Bioinformatics And Applied Biotechnology,Not disclosed,Bengaluru,Applications are invited for the Project Assistant position(s) in Aging Genomics group ...,30+ Days Ago,Biotechnology,Data analysis,Linux,Genomics,Molecular biology techniques,Life sciences,Bioinformatics,Computational biology
Assistant Officer,Ultra Tech Cement,Not disclosed,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",. KRA 2: Knowledge of all safety standards and good knowledge of implementation in day ...,30+ Days Ago,Product quality,Chemistry,SAP,Excel,ISO,Customer satisfaction,NABL,Chemical testing
IGCSE/IBDP -Phyiscs @ Greenwood High Int'l School Sarjapur,Greenwood High International School,Not disclosed,Bengaluru(Sarjapur +1),Qualifications and Skills: . Bachelors degree in Physics or a related field (Master s d...,9 Days Ago,IGCSE,Ibdp,Physics,Education,IB,Cambridge,Teaching,INT
Apprenticeship - Graduates - 23 / 24 - Pass outs,Fidelity,3 Lacs PA,"Hybrid - Chennai, Bengaluru",Eligibility : . Full Time Graduates (preferably B.com / BBA) from any streams (2023 / 2...,1 Day Ago,Transaction Processing,Process,Processing,,,,,
Hiring For Pharmacy (Fresher D.Pharma/ B.Pharma Licenses is mandatory),TeamLease,"50,000-3 Lacs PA","Pune, Bengaluru, Mumbai (All Areas)",Role & responsibilities Organize the pharmacy in an efficient manner to make the ident...,27 Days Ago,pharmacist,Medicine,Medicinal Chemistry,Clinical Pharmacy,Pharmaceutics,Pharmacy,Dispensing,Medical
Hiring For Pharmacy (Fresher D.Pharma/ B.Pharma Licenses is mandatory),TeamLease,"50,000-3 Lacs PA","Hyderabad, Ahmedabad, Bengaluru",Role & responsibilities Organize the pharmacy in an efficient manner to make the ident...,27 Days Ago,pharmacist,Medicine,Medicinal Chemistry,Clinical Pharmacy,Pharmaceutics,Pharmacy,Dispensing,Medical
Accountant,JOB Junction India.com,Not disclosed,Bangalore/Bengaluru,"Call - 8050011328 / 9845798290 Proficiency in Accounting on Tally, Good Knowledge on GS...",1 Day Ago,Tally,Accounting,Bcom,Gst,account,Prime,PT,VAT
Patent Analyst/ Pharma Patent Researcher/ Patent Engineer,IPR Learning Institute,2.75-5.5 Lacs PA,"Bengaluru, Delhi / NCR, Mumbai (All Areas)","Candidate will undergo Patent Analyst Training at IPR Learning Institute, On successful...",5 Days Ago,Patent Analysis,Patent Drafting,Patents,Life Sciences,Engineering,FTO,Drug,Intellectual Property Rights
Senior/Advisor - Synthetic/Process Chemist,Eli Lilly And Company,Not disclosed,Bengaluru,The LCCI group in India houses a PRD team that works closely with the PRD team in India...,6 Days Ago,Organic chemistry,Computational chemistry,Chemistry,Software packages,Chemical,Pharma,international travel,Healthcare
Patent Research Analyst/ IP Analyst/ Patent Engineer/ R&D,Effectual Services,3-5.5 Lacs PA,"Hybrid - Bengaluru, Delhi / NCR, Mumbai (All Areas)",Completed or pursuing a Master degree / Bachelor degree in Mechanical / Biotechnology/P...,6 Days Ago,Communication skills - Oral & Written,Biotechnology,Microbiology,Pharmacy,Computer Science,Research & Development,Biology,Mechanical Engineering
Teacher,Augment Edutech,Not disclosed,"Chennai, Delhi / NCR, Bengaluru","Minimum 7 years of teaching experience in Maths, English, Science, and Computers",21 Days Ago,Teaching,Training,teaching strategies,Curriculum development,Development,,,
"Math Teacher - CBSE School ,Yelahanka (Grade 11 & 12)",Vishwa Vidyapeeth,Not disclosed,Bangalore/ Bengaluru(Yelahanka),"Role & responsibilities Excellent Skills with regard to the subject deliveryTo plan, or...",9 Days Ago,Maths Teacher,Education,math,Teaching,Training,Grade,Teaching Maths,Mathematics
"TGT, PRT Teacher",Shishya Beml Public School,Not disclosed,Bengaluru,Graduate with BEd and teaching experience of 3-5 yearsThe ideal candidate should have a...,8 Days Ago,tgt,bed,teaching english,mathematics,tutoring,teaching,history,social science
"IB PYP Mathematics Teacher, AY 2025-26",Teacher Pool,Not disclosed,Bengaluru,"Bachelors degree in Education, Mathematics, or related field . Teaching certification o...",8 Days Ago,Data analysis,Interpersonal skills,Manager Technology,Mathematics,Teaching,Pyp,Interpersonal,Technology
"Math Teacher - ICSE School ,Yelahanka",Vishwa Vidyapeeth,Not disclosed,Bangalore/ Bengaluru(Yelahanka),Role & responsibilities (Math's teacher for Primary and Middle School)Excellent Skills ...,9 Days Ago,Maths Teacher,Education,math,Teaching,Training,ICSE,Teaching Maths,Mathematics
"Math Teacher - IGCSE School, Yelahanka, Bangalore",Vishwa Vidyapeeth,Not disclosed,Bangalore/Bengaluru(Yelahanka),Qualification . Bachelors degree in MathMasters degree preferredPreferred candidate pro...,8 Days Ago,Math Teacher,Maths,Communication Skills,teaching,Lesson Planning,Mathematics,Planning,IGCSE
High school Maths teacher,N K Consultants,3.5-5.5 Lacs PA,Bengaluru,Should have done BSC (Maths) or Msc (Maths) from Reputed University Should have Done B....,5 Days Ago,Middle school Maths teacher,TGT Maths,PGT Maths,cbse,icse,TGT,Teaching,PGT
"PGT Chemistry/ PGT Accountancy teachers: CBSE@ Whitefield, B'lore",Vhire4u,Not disclosed,Bengaluru,"1. PGT Chemistry - B.sc, M.sc + B.ed - Chemistry 2. PGT Accountancy - B.com, M.com + B....",26 Days Ago,grade 12th,grade 11th,chemistry,Pgt Chemistry,Accountancy,post graduate teacher,pgt commerce,lecturer
USI R & FA - Internal Audit - ASA,Deloitte,Not disclosed,"Chennai, Gurugram, Bengaluru","Job title: Associate Solution Advisor (ASA)AboutAt Deloitte, we do not offer you just a...",18 Days Ago,Internal Audit,risk assessment,financial management,internal control documentation,accounting,financial consulting,CA,FA
Candidate Manager / Recruiter,TEKsystems,Not disclosed,"Bangalore Rural, Bengaluru","Bachelor s degree in any stream can applyand employment negotiations, all while ensurin...",28 Days Ago,Recruitment,Technical Hiring,IT Recruitment,Technology Recruitment,Technology Hiring,Technical Recruitment,Technical,Technology
Sr Advanced Cyb Sec Archt/Engr,Honeywell,Not disclosed,Bengaluru,Excellent communication and ability to convey complex technical concepts to stakeholder...,30+ Days Ago,security architect,Automation,cyber security,Design review,Software development life cycle,Subject Matter Expert,microsoft,Risk management
Lead Product Engineer,Siemens,Not disclosed,Bengaluru,"Do you have good understanding of timing, power and area trade-offs . Ability to pickup...",20 Days Ago,Automation,Timing closure,Telecom engineering,VLSI,Debugging,Siemens,System design,Healthcare
Training Specialist - Pincode,Phonepe,Not disclosed,Bengaluru,"At PhonePe, the customer experience team takes full ownership of customers problems and...",22 Days Ago,Change management,Customer experience,Customer service,Medical insurance,Continuous improvement,Stakeholder management,Financial services,Monitoring
Lead Member of Technical Staff,Siemens,Not disclosed,Bengaluru,Siemens EDA is a global technology leaderin Electronic Design Automation software...,22 Days Ago,CVS,C++,Automation,XML,Configuration management,MySQL,Agile,JSON
Clinical Research Coordinator,Pharma IT Recruitment Company,2.5-7.5 Lacs PA,"Hybrid - Bengaluru, Delhi / NCR, Mumbai (All Areas)","Fresher Hiring - Delhi, Mumbai, Pune, Bangalore, Chandigarh, Kolkata, Ahmedabad, Hydera...",5 Days Ago,Medical Records,Pharmaceutical,Life Sciences,Healthcare,Medical,Biotechnology,Microbiology,Biochemistry
Lead Member Technical Staff,Siemens,Not disclosed,Bengaluru,"Do you have good understanding of timing, power and area trade-offs. Ability to pickup ...",30+ Days Ago,Automation,Timing closure,VLSI,Debugging,Siemens,System design,Healthcare,Technical support
Manufacturing / Production Head,Sandhar Technologies,Not disclosed,"Bengaluru, Peenya","Should have transfer of skills and knowledge pertaining to operation standard, operatin...",Just Now,Manufacturing,layout,shop mathematics,Fixtures,Customer Handaling,Jigs,mechanics,metal properties
Sr Advanced Embedded Engr,Honeywell,Not disclosed,"Greater Noida, Bengaluru",Bachelor s degree from an accredited institution in a technical discipline such as the ...,Just Now,Wireless,Computer languages,C++,C,Manager Technology,Technical Lead,Mathematics,Firmware
Advanced Embedded Engr,Honeywell,Not disclosed,"Greater Noida, Bengaluru",Bachelor s degree from an accredited institution in a technical discipline such as the ...,Just Now,Wireless,Computer languages,C++,C,Manager Technology,Mathematics,Firmware,embedded software development
Industry Consultant: INDUSTRY.Life Sciences,IBM,Not disclosed,Bengaluru,Ability to communicate and influence the Business / Design teams to achieve the Busines...,1 Day Ago,project management,biotechnology,pharmaceutical,sales,life sciences,molecular biology,biology,microbiology
S&C Global Network - AI - CMT - Consultant Data Science LLM,Accenture,Not disclosed,Bengaluru,. Understanding basics of different LLM algorithms and their applications (Must Have) M...,1 Day Ago,algorithms,mathematics,data mining,artificial intelligence,statistics,ms azure,natural language processing,gpm
Design Engineer,Infineon,Not disclosed,Bengaluru,"Experience in analog and mixed-signal circuit design, particularly in CMOS and Smart Po...",30+ Days Ago,Manager Quality Assurance,Analog,Circuit designing,Mixed signal,CAD,Tool design,Silicon,Physical design
Research Engineer - Combustion Dynamics,GE India Ltd,Not disclosed,Bengaluru,Required Qualifications: . Ph D in Aerospace / Mechanical Engineering specializing in C...,30+ Days Ago,CFD,Thermodynamics,Aviation,Aerospace,Analytical,CAD,Aerodynamics,Gas turbine
Chemist,Technoculture Research Pvt. Ltd.,3-6 Lacs PA,Bengaluru,Masters degree in Chemistry or Chemical Engineering with a specialization in Inorganic ...,9 Days Ago,Chemistry,Inorganic Chemistry,Chemical Engineering,Biotechnology,Physical Chemistry,Bio-instrumentation,Inorganic,Physical
Secondary Mathematics Teacher/Vibgyor_Electronic City,VIBGYOR Group of Schools,Not disclosed,Bengaluru(Electronic City),Lesson Delivery: Ensure the lesson plan prepared is followed along with the mentioned ...,29 Days Ago,Mathematics,Secondary,Teaching mathematics,Teaching,,,,
Middle School Math Teacher-Glentree Academy-Sarjapur,Learning Edge India,3.25-3.5 Lacs PA,Bengaluru(Sarjapur),"To plan, organize and implement an appropriate instructional program in an Middle schoo...",8 Days Ago,Communication Skills,Mathematics,Teaching,Bed,Presentation Skills,Effective Communication,Team Skills,Coaching
Senior Secondary English & Mathematics Teacher,Tcis,Not disclosed,Bengaluru,The ideal candidate should have a strong understanding of the subject matter they are t...,19 Days Ago,bed,tgt,team management,mathematics,channel sales,distributor sales,tutoring,teaching
PRIMARY & MIDDLE SCHOOL ENGLISH TEACHER,The Vrukksha School,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",The ideal candidate should have a strong understanding of the subject matter they are t...,19 Days Ago,management skills,team management,mathematics,presentation skills,convincing power,tutoring,teaching,problem solving
Secondary Social Teacher,Chrysalis High,Not disclosed,Bengaluru,Minimum 3 Years experience in handling Secondary gradeExperience . .,30+ Days Ago,bed,tgt,teaching english,english literature,mathematics,tutoring,teaching,training
Associate Developer,AXA Global Business Services,Not disclosed,Bengaluru,. Should perform Application Developer duties when required . Informatica / SQL server ...,30+ Days Ago,Computer science,Application support,MS SQL,Scheduling,Customer service,Business strategy,Oracle,Operations
Maths Teacher,Ace Creative Learning,2.25-3.75 Lacs PA,Bengaluru(Kengeri),Collaborate with colleagues to share best practices and improve instructional strategie...,26 Days Ago,Maths teacher,Teaching Mathematics,Mathematics,Teaching Maths,Teaching,,,
Primary teachers,Delhi Public School Whitefield,Not disclosed,Bengaluru,Educate young children at the primary school level. Develop lesson plans in subject...,26 Days Ago,Computer science,Teacher,Mathematics,Computer,Teaching,Science,,
Pre Primary Teacher & Primary Teacher,Prarthana Education Society,Not disclosed,Bengaluru,Role & responsibilities You will be responsible for all the related activities assign...,27 Days Ago,Pre Primary,Pre primary teacher,Primary teacher,Hindi Teacher,Visual arts,Teacher,Mathematics,MTT
Primary Teacher,Mdn Edify Education,1.75-4 Lacs PA,Bengaluru(Varthur +4),"Qualification: BA / MA, English, Math, Science +BEd MustWe are thrilled to inform you t...",14 Days Ago,Bed,English Language,MED,MA,English Literature,Literature,Teaching English,Mathematics
Primary and Pre primary Teachers walk in Drive,Mdn Edify Education,1.75-3.75 Lacs PA,"Ballari, Tirupati, Anantapur, Bengaluru",Greetings from Edify World School Anantapur (CBSE and IGCSE) Andhra Pradesh. We are con...,14 Days Ago,Bed,Science,Teaching,Social Studies,primary teachers,Literature,Teaching English,Assessment
Hiring Math Teacher (South India),Mdn Edify Education,2-5.5 Lacs PA,"Bangalore Rural, Bidar, Hyderabad",We are thrilled to inform you that we currently have an exciting job opportunity for th...,14 Days Ago,TGT,Teaching Mathematics,Mathematics,Cambridge,CBSE,MSP,Math,Curriculum Development
IBDP Biology & ESS Teacher,Teacher Pool,Not disclosed,Bengaluru,"Bachelor s degree in Biology, Environmental Science, or related fieldTeaching certifica...",30+ Days Ago,Interpersonal skills,Environmental science,Manager Technology,Biology,Teaching,Management,Ibdp,Interpersonal
Secondary teacher - Chemistry,The International School Bangalore (TISB),Not disclosed,Bengaluru,Qualifications: Bachelors / Masters / M.Phil. / Ph.D in relevant.A degree in Education ...,30+ Days Ago,Counselor,Mentor,Trainer,Advisor,Educator,Teaching,Education,Counselling
Secondary teacher - Biology,The International School Bangalore (TISB),Not disclosed,Bengaluru,Qualifications: Bachelors / Masters / M.Phil. / Ph.D in relevant.A degree in Education ...,30+ Days Ago,Counselor,Mentor,Trainer,Advisor,Educator,Teaching,Advisory,Mentoring
Secondary teacher - Mathematics,The International School Bangalore (TISB),Not disclosed,Bengaluru,Qualifications: Bachelors / Masters / M.Phil. / Ph.D in relevant.A degree in Education ...,30+ Days Ago,Counselor,Mentor,Trainer,Advisor,Educator,Teaching,Mentoring,Counselling
PRIMARY TEACHERS - Mathematics,The International School Bangalore (TISB),Not disclosed,Bengaluru,Qualifications: Bachelors degree in relevant subject. A degree in Education would be a ...,30+ Days Ago,Counselor,Mentor,Trainer,Advisor,Educator,Teaching,Counselling,Mentoring
Maths Teacher - Part Time - Work From Home - (5PM - 9PM),Myschoolpage,2-3.5 Lacs PA,"Bangalore/Bengaluru, Online Workfromhome",Responsibilities To provide online one to one live classes for school students from Gr...,30+ Days Ago,bed,Pgt Maths Teacher,school,mathematics,maths,english,TGT Maths Teacher,ib
Primary Teachers,Delhi World Public School (DWPS),Not disclosed,Bengaluru,Integrate technology and innovative teaching methods to enhance the learning experience. .,30+ Days Ago,bed,tgt,teaching english,mathematics,tutoring,teaching,counselling,school administration
Homeroom teachers For Primary,Trio World Academy,Not disclosed,Bengaluru,Trio world academy is looking for Homeroom teachers for Primary to join our dynamic tea...,30+ Days Ago,com,sports,mathematics,cadet activities,tutoring,academics,teaching,training
Homeroom teacher,Trio World Academy,Not disclosed,Bengaluru,Trio world academy is looking for Homeroom teacher to join our dynamic team and embark ...,30+ Days Ago,rest,sqlite,mathematics,mvp,android,kotlin,android studio,teaching
"Geography, Travel and Tourism teacher",Trio World Academy,Not disclosed,Bengaluru,"Trio world academy is looking for Geography, Travel and Tourism teacher to join our dyn...",30+ Days Ago,bed,tgt,mathematics,loyalty,teaching,history,corporate social responsibility,social science
Mathematics Teacher,Lets Unbound,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Timings based on US / India shiftsTeaching degree, or in a degree in a specialized subj...",20 Days Ago,teaching mathematics,mathematics,tutoring,teaching,geometry,calculus,teaching maths,icse
Math Teacher,Sarala Birla Academy,Not disclosed,Bengaluru,"Bachelor s or Master s degree in Mathematics, Education, or related fieldEssential Qual...",30+ Days Ago,Manager Technology,Mathematics,Monitoring,Teaching,Technology management,Teaching Maths,Management,Technology
Mathematics - Professor,Dayananda Sagar Institutions (DSI),Not disclosed,Bengaluru,"Job Description: To oversee the design and development of the overall curriculum, and d...",30+ Days Ago,Counselor,Mentor,Trainer,Advisor,Educator,Teaching,Mentoring,Counselling
Chemistry- Secondary Teacher,The International School Bangalore (TISB),Not disclosed,Bengaluru,"Planning, Teaching and Class Management Teach allocated students by planning their teac...",30+ Days Ago,Counselor,Mentor,Trainer,Advisor,Educator,Teaching,Counselling,Mentoring
Biology- Secondary Teacher,The International School Bangalore (TISB),Not disclosed,Bengaluru,"Planning, Teaching and Class Management Teach allocated students by planning their teac...",30+ Days Ago,Counselor,Mentor,Trainer,Advisor,Educator,Teaching,Mentoring,Secondary
Mathematics- Secondary Teacher,The International School Bangalore (TISB),Not disclosed,Bengaluru,"Planning, Teaching and Class Management Teach allocated students by planning their teac...",30+ Days Ago,Counselor,Mentor,Trainer,Advisor,Educator,Teaching,Mentoring,Counselling
Junior Research Associate - Consumer And Sensory Sciences,ITC,Not disclosed,Bengaluru,"Actively engage with Stakeholders [formulation teams, Brand teams] to understand the re...",30+ Days Ago,Cell culture,Claims,Microbiology,Formulation,Analytical,Cell biology,Clinical research,Junior Research Associate
Professor - Mathematics,Sambhram Institute Of Technology,Not disclosed,"Bengaluru, Bangalore",Required Professor for Mathematics,30+ Days Ago,Professor,Tutor,Teachers,Education,Trainer,Mathematics,Lecturer,Teaching
Professor - Chemistry,Sambhram Institute Of Technology,Not disclosed,"Bengaluru, Bangalore",Required Professor for Chemistry,30+ Days Ago,Professor,Tutor,Teachers,Education,Chemistry,Trainer,Lecturer,Teaching
IGCSE/IBDP-Math's Teacher @Greenwoodhigh Int'l School @ Sarjapur,Greenwood High International School,Not disclosed,Bengaluru(Sarjapur +1),Job Overview: We are looking for a highly skilled and dedicated Mathematics Teacher to ...,28 Days Ago,Mathematics,Geometry,IGCSE,Algebra,shingli,myp,Subject Matter Expertise,Ibdp
Primary Teachers - English,The Brigade School,Not disclosed,Bengaluru,The Brigade School is looking for Primary Teachers - English to join our dynamic team a...,30+ Days Ago,bed,teaching english,english literature,mathematics,professor activities,tutoring,teaching,english language
Pharma Chemistry - Professor,The Oxford Educational Institutions,Not disclosed,Bengaluru,"Experience: Minimum 6 years of Teaching / Research / Industrial Experience, (excluding ...",30+ Days Ago,Counselor,Mentor,Trainer,Advisor,Educator,Teaching,Advisory,Chemistry
PRT Teacher & Co- Teacher,Edify School Chikkabanavara,Not disclosed,Bengaluru,Edify School Chikkabanavara is looking for PRT Teacher & Co- Teacher to join our dynami...,30+ Days Ago,tgt,bed,teaching english,mathematics,tutoring,teaching,history,social science
Administration Field Teacher,Rhythms Institute of Fine Arts India,Not disclosed,Bengaluru,Rhythms Institute of Fine Arts India is looking for Administration Field Teacher to joi...,30+ Days Ago,administrative operations,vendor management,biology,administration,logistics,teaching,training,office administration
Secondary Mathematics Teacher,Chrysalis High,Not disclosed,Bengaluru,Chrysalis High is looking for Secondary Mathematics Teacher to join our dynamic team an...,30+ Days Ago,bed,mathematics,channel sales,distributor sales,tutoring,teaching,retail sales,training
Mathematics- Professor,CMR Jnanadhara Trust,Not disclosed,Bengaluru,"Qualifications are the same as that for Associate Professors. In addition, a minimum of...",30+ Days Ago,Counselor,Mentor,Trainer,Advisor,Educator,Teaching,Training,Counselling
Chemistry- Professor,CMR Jnanadhara Trust,Not disclosed,Bengaluru,"Qualifications are the same as that for Associate Professors. In addition, a minimum of...",30+ Days Ago,Counselor,Mentor,Trainer,Advisor,Educator,Teaching,Education,Mentoring
DP Mathematics Teacher,Stonehill International School,Not disclosed,Bengaluru,They must be willing to play a full part in the school?s pastoral care and extra-curric...,30+ Days Ago,Counselor,Mentor,Trainer,Advisor,Educator,Teaching,Mathematics,Mentoring
MYP Mathematics Teacher,Stonehill International School,Not disclosed,Bengaluru,They must be willing to play a full part in the school?s pastoral care and extra-curric...,30+ Days Ago,Counselor,Mentor,Trainer,Advisor,Educator,Teaching,Advisory,Myp
Math & Computer Teacher,K M Hospital,Not disclosed,Bengaluru,The ideal candidate should have a strong understanding of the subject matter they are t...,30+ Days Ago,Math & Computer Teacher - Middle School,Mathematics,Computer,Computer teaching,Teaching,,,
Social Studies Teacher,ORCHIDS THE INTERNATIONAL SCHOOL,Not disclosed,"Mumbai, Hyderabad, Pune, Chennai, Bengaluru","We invite applications from creative, enthusiastic and experienced Teachers of Science ...",30+ Days Ago,bed,tgt,teaching english,mathematics,tutoring,teaching,training,history
IDP Teacher (English & Social Science),ORCHIDS THE INTERNATIONAL SCHOOL,Not disclosed,"Mumbai, Hyderabad, Pune, Chennai, Bengaluru","We invite applications from creative, enthusiastic and experienced Teachers of Science...",30+ Days Ago,teaching english,fluent english,mathematics,content editing,presentation skills,tutoring,teaching,training
PRIMARY SCHOOL TEACHER,The International School Bangalore (TISB),Not disclosed,Bengaluru,An openness to understanding the complexities and demands of a multicultural school req...,30+ Days Ago,bed,tgt,igcse,montessori,teaching english,classroom management,mathematics,myp
Math Teacher,National Public School,Not disclosed,Bengaluru,NPS kanakpura Road is looking for Math Teacher to join our dynamic team and embark on a...,30+ Days Ago,Swimming Coach,Social science,Teaching,Mathematics,Coaching,Science,Teaching Maths,Swimming
Sports Teacher,Sharanya Narayani International School,Not disclosed,Bengaluru,Qualification: Master s in Physical Education Experience: Should have a minimu...,30+ Days Ago,physical education,igcse,sports,mathematics,yoga,badminton,exercise,teaching
Service Assistant,Domino Printech,Not disclosed,"Kochi, Hosur, Tezpur, Pune, Chennai, Bengaluru",Diploma / Graduate with Degree in Engineering/ BSc (maths / Physics) with at least 60% ...,30+ Days Ago,Construction,Automobile,digital printing,Web technologies,Coding,Customer satisfaction,Electronics,Life sciences
SME - Chemistry Video Solutions,Qasolvers,Not disclosed,"Mumbai, Delhi / NCR, Bengaluru",Prior experience in Academic Content Writing or Teaching (Preferred).,21 Days Ago,Chemistry,Tutoring,Academic Content Writing,Subject Matter Expert,Online Teaching,Academics,Subject,Teaching
SME - Mathematics ( Graduation ),Qasolvers,Not disclosed,"Mumbai, Delhi / NCR, Bengaluru",Prior experience in Academic Content Writing or Teaching (Preferred).,21 Days Ago,Mathematics,Tutoring,Academic Content Writing,Subject Matter Expert,Online Teaching,Content writing,Academic Writing,Online Tutoring
