Job Title,Company Name,Salary,Location,Description,Posted Days Ago,Skill1,Skill2,Skill3,Skill4,Skill5,Skill6,Skill7,Skill8
AI/Ml Engineer,Corover Private Limited,3-7 Lacs PA,Bengaluru(Kudlu Gate),"Qualifications: . Education: Bachelors or Masters degree in Computer Science, Data Scie...",24 Days Ago,Data Science,Aiml,Tensorflow,GenAI,Predictive Modeling,Artificial Intelligence,Natural Language Processing,LLM
Research Intern Security,IBM,Not disclosed,"Gurugram, Bengaluru",Your Role and ResponsibilitiesSummer Internship Program is one of the major activities ...,23 Days Ago,python,pandas,java,git,data structures,matlab,algorithms,kubernetes
Software Engineer (AI/ML),Streetgains,Not disclosed,Bengaluru,Proven experience as a Machine Learning Engineer or similar role . Understanding of dat...,30+ Days Ago,software architecture,data science,Data modeling,Analytical,Artificial Intelligence,Machine learning,Data structures,Statistics
AI Software Engineer,Godigi Infotech,Not disclosed,"Mumbai, New Delhi, Pune, Bengaluru","Bachelors degree in Computer Science, Engineering, or a related field . Experience in d...",30+ Days Ago,Analytical skills,C++,Artificial Intelligence,Machine learning,Programming,Javascript,PHP,MATLAB
Senior AI/ML Engineer,Stronghold Investment Management,Not disclosed,Bengaluru,"Required qualifications : . A Bachelors or Master s Degree in Computer Science, Softwar...",13 Days Ago,Computer science,Mining,System architecture,Backend,GCP,Machine learning,Scrum,Investment management
Data Science Specialist,Deloitte,Not disclosed,Bengaluru,"Experience Required: 6+ yearsHi, We are looking for Candidates who are having experienc...",19 Days Ago,Data Science,data analysis,machine learning models,AI models,Machine,Artificial Intelligence,Data,Science
Lead Data Scientist,Chubb,Not disclosed,Bengaluru,"Bachelors degree in computer science, Statistics, Math, Actuarial, or related quantitat...",21 Days Ago,Generative AI,deep learning,r,nlp,data analysis,data science,predictive modeling,business analytics
Data Scientist,Info Test Ehire Campaign,Not disclosed,"Hyderabad, Bengaluru",Experience: 5 - 7 Years 5-7 years of experience in Data Science or related field with ...,24 Days Ago,Machine Learning,Data Science,Tensorflow,Pyspark,Artificial Intelligence,Natural Language Processing,Neural Networks,Deep Learning
Data Scientist,Automotive Robotics (ARI),Not disclosed,"Chennai, Bengaluru",The candidate should have at least 2-4 years of working experience in the area of AI.Th...,25 Days Ago,Machine Learning,Gen AI,MLOps,PyTorch,Reinforcement Learning,Deep Learning,TensorFlow,Reinforcement
"Immediate hiring For Data scientist - GEN AI 6+ Years - B'lore, Hybrid",Promantus India,Not disclosed,Hybrid - Bengaluru,Role : Data Scientist AI/MLExp : 6 9 yrsLocation : BangaloreInterview : 2 rounds - inte...,16 Days Ago,GEN AI,Huggingface,Python Development,Data Science,Machine Learning,Deep Learning,Python,Machine
Data Scientist,Pluto7,Not disclosed,Bengaluru,"At Pluto7, our mission is to deliver customer-centric data solutions to global enterpri...",17 Days Ago,exploration,data analytics,presentation skills,engineering,machine learning,data wrangling,artificial intelligence,communication skills
Data Scientist (BFSI Domain) -- US MNC (analytics),Aspyra Hr Services,20-35 Lacs PA,"Hybrid - Pune, Gurugram, Bengaluru","Has experience working on unstructured data ( text ): Text cleaning, TFIDF, text vector...",21 Days Ago,Python,Tensorflow,Predictive Modeling,Logistic Regression,Artificial Intelligence,Credit Risk Modelling,Risk Modeling,Machine Learning
Data Scientist,LTI Mindtree,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru","Experience in designing solutions utilizing GenerativeAI, AI and ML components. - Hands...",25 Days Ago,Data Science,Natural Language Processing,gen AI,Machine Learning,Python,Machine,Process,Artificial Intelligence
Data Scientist - Generative AI,Intelliest Technology,Not disclosed,Bengaluru,"Experience in building Knowledge Graph using Graph Database such as AWS Neptune, Neo4j,...",25 Days Ago,Data Science,Generative AI,Machine Learning,Python,Gen AI,Data Scientist,Deep Learning,Machine
Gen AI and Data Engineer Expert (WFH),Uplers,15-27.5 Lacs PA,Remote,"Gen AI and Data Engineer (Remote) Experience: 5+ yearsSalary : INR 15, 00, 000-28, 00,...",27 Days Ago,Cyber Security,Data Pipeline,Aws Sagemaker,Java,SCALA,Artificial intelligence/machine learning,Data Engineer,LLM
Data Scientist,Ltimindtree,Not disclosed,"Hybrid - Kolkata, Chennai, Bengaluru",Should have experience in working in a fast-paced team cultureShould be a data-oriented...,29 Days Ago,Data Scientist,Artificial Intelligence,Cloud,Machine Learning,Natural Language Processing,RAG,LLM,Deep Learning
Lead AI Data Scientist,AIGC Global India Pvt. Ltd.,Not disclosed,Bengaluru(Nagavara),Good understanding of the AI ecosystem and capabilities Experience in dealing with time...,1 Day Ago,Predictive model,DL,Deployment of data science model,Preventive model,ML,Time Series,anomaly detection,Pattern recognition
Data Scientist - Gen AI,Eagle Recruits,Not disclosed,Bengaluru,". Masters Degree or PhD in the fields of Computer Science, Statistics, or an equivalent...",30 Days Ago,data science,Machine learning,gen AI,Deep learning,Predictive Modeling,NLP,Statistical Modeling,Data
Principal Data Scientist,Ceresight,Not disclosed,"Bangalore/Bengaluru, Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai",Location:: Anywhere in India (remote). . Key skills:: Machine Learning Algorithms . . D...,30+ Days Ago,Computer science,deep learning,data science,spark,Artificial Intelligence,Machine learning,Manager Technology,big data
Manager-Data Science,AMERICAN EXPRESS,Not disclosed,Bengaluru,"Bachelor s / Masters Degree in Statistics, Mathematics, Engineering, Economics, Busines...",Few Hours Ago,Career development,Stress testing,Analytical,Relationship building,Machine learning,Risk management,Analytics,Auditing
Lead Data Scientist,FPL Capital,Not disclosed,Bengaluru,"Masters, PhD or equivalent experience in a quantitative field (i.e)Minimum 6-7 years of...",30+ Days Ago,Computer science,deep learning,RDBMS,Artificial Intelligence,Postgresql,MySQL,Machine learning,Econometrics
Lead Data Scientist,Netomi,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","5+ years of experience working in the data science field, preferably in a product devel...",30+ Days Ago,Logistic regression,LMS,Neural networks,Artificial Intelligence,Machine learning,Data processing,Information retrieval,Customer service
AI/ML Data Engineer,UST,Not disclosed,Bengaluru,. Must have: 8+ years of experience working as AI / ML or Data Engineer . Should have d...,30+ Days Ago,Polaris,Artificial Intelligence,Diversity and Inclusion,Machine learning,microsoft azure,power bi,Data analytics,data visualization
Data Scientist - AI ML Team,Customerxps Software,Not disclosed,Bengaluru,"Experience working as part of a product team, along with engineers and product managers...",30+ Days Ago,Computer science,Automation,Artificial Intelligence,Machine learning,Data collection,Risk management,Monitoring,SQL
NLP Data Scientist AI Real World Data (RWD),Norstella,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",We are seeking a skilled NLP data scientist with a focus on language models to join o...,30+ Days Ago,Computer science,Health insurance,Pharma,Analytical,Machine learning,HIPAA,Healthcare,Life sciences
Data Scientist,Intersoft Kk,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Bachelors / Masters degree in a quantitative discipline, e.g., Computer Science, Mathem...",30+ Days Ago,Computer vision,GCP,Artificial Intelligence,MySQL,Machine learning,PHP,Data structures,SQL
Data Scientist,Dimiour,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","The company brings extensive experience in collaborating with leading automotive OEMs, ...",18 Days Ago,data analytics,natural language processing,data science,strong analytical skills,business solutions,machine learning,artificial intelligence,statistics
AI and Data Science Engineer,Rtwo Healthcare,Not disclosed,Bengaluru,"Bachelors or master s degree in computer science, Data Science, Statistics, or a relate...",30+ Days Ago,Analytical,Artificial Intelligence,Machine learning,Data collection,Healthcare,Forecasting,Monitoring,SQL
Lead Data Scientist,Reflections Info Systems,Not disclosed,"Pune, Chennai, Bengaluru, Thiruvananthapuram",8+ years of experience in the data science space - preferably with the end to end autom...,30+ Days Ago,Computer vision,Automation,Team management,orchestration,data science,Project management,Artificial Intelligence,Machine learning
Data Science Engineer,Global Pharma Tek,Not disclosed,Bengaluru,Global Pharma Tek is looking for Data Science Engineer to join our dynamic team and e...,30+ Days Ago,hive,algorithms,python,natural language processing,neural networks,data pipeline,machine learning,data engineering
Data Scientist,Netcore Cloud,Not disclosed,"Mumbai, Bengaluru","Programming, Machine Learning, Artificial Intelligence, Data Science, Business Analytic...",30+ Days Ago,C++,Product engineering,NoSQL,Business analytics,Artificial Intelligence,MySQL,Machine learning,MongoDB
Data Scientist,CTD Techs,Not disclosed,"Chennai, Bengaluru",Must have been Experience in Data Science Industry experience or Strong Knowledge in an...,30+ Days Ago,Process automation,data science,Artificial Intelligence,Consulting,Machine learning,linear regression,microsoft,Facility management
Data Scientist AI ML NLP,Global Pharma Tek,Not disclosed,Bengaluru,Experience working with Text Data using transformer-based model . . 3 to 5 years of ex...,30+ Days Ago,Text mining,Logistic regression,LMS,Machine learning,Healthcare,data visualization,Data mining,Open source
Machine learning Architect,Cotocus Com,Not disclosed,Bengaluru,You will use your deep technical experience in working with technologies related to ML ...,30+ Days Ago,Training,deep learning,Architect,Diagnostics,Machine learning,Architectural design,Life sciences,Data Analyst
Data Engineer,Bigbasket,Not disclosed,Bengaluru,Should be able to write maintainable code via TDD / BDD principlesExcellent experience ...,30+ Days Ago,Web services,GCP,TDD,Postgresql,Machine learning,SCALA,Programming,Monitoring
NLP / Machine Learning,Pinnacle Consultz,Not disclosed,Bengaluru,2 years experience working in an analytics role developing and implementing machine lea...,30+ Days Ago,Data analysis,Backend,Operations research,Simulation,Data modeling,Intellectual property,Forecasting,MATLAB
Principal/Lead - Machine Learning Operations,Splore,Not disclosed,Bengaluru,"Bachelors or masters degree in computer science, Information Technology, or a related f...",30+ Days Ago,Cloud computing,Automation,data security,Machine learning,Open source,Information technology,Gaming,Monitoring
Analytics Data science and IOT Lead,Hexaware Technologies,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Very good in communication and customer facing skillset . Should be aware of Agile way ...,30+ Days Ago,time series analysis,rest,python,natural language processing,predictive analytics,analytics data,azure data factory,machine learning
Computer Vision/Machine Learning,Telecom Product Based company,20-35 Lacs PA,Hybrid - Bengaluru,Actively participate in design discussions to enhance end-to-end development of the. so...,19 Days Ago,Image Processing,Natural Language Processing,Computer Vision,Machine Learning,Deep Learning,Machine,Process,Vision
"Manager, Machine Learning 2",Xoom,Not disclosed,Bengaluru,"Minimum 8 years of relevant work experience in AI / ML and Data Science . Masters, PhD,...",30+ Days Ago,Computer science,Team management,data science,GCP,Analytical,Diversity and Inclusion,Machine learning,Wellness
"Manager, Machine Learning",Jumio,Not disclosed,Bengaluru,"Role Purpose: As a Machine Learning Manager, you will lead teams of talented Mach...",26 Days Ago,System architecture,Automation,Machine learning,System design,Open source,Gaming,SDLC,Financial services
Machine Learning,Diverse Lynx,Not disclosed,Bengaluru,"Experience as a Machine Learning Engineer . Understanding of data structures, data mode...",30+ Days Ago,software architecture,Statistical analysis,data science,Compliance,Data modeling,Machine learning,Data structures,Testing
Machine Learning Professional,Diverse Lynx,Not disclosed,Bengaluru,Develop and train machine learning models using data sets to address specific busines...,30+ Days Ago,Machine learning,Machine,,,,,,
Machine Learning Professional,Diverse Lynx,Not disclosed,Bengaluru,Develop and train machine learning models using data sets to address specific busines...,30+ Days Ago,Machine learning,Machine,,,,,,
Architect - Machine Learning,Quantiphi Analytics Solutions,Not disclosed,"Mumbai, Bengaluru",Serve as a mentor or guide for senior resources / team leads. - Lead the technical disc...,30+ Days Ago,Lead generation,Cloud Services,Machine learning,Architectural design,Healthcare,Mentor,Research,Troubleshooting
Machine Learning Executive,Kaar Technologies,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kaar Technologies India Pvt Ltd is looking for Machine Learning Executive to join our d...,30+ Days Ago,Machine learning,Learning Executive,Machine,,,,,
machine learning Professional,Coders Brain Pvt Ltd,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Preferred Qualifications: . Bachelors or Masters degree in Computer Science, Data Scien...",30+ Days Ago,Architect,PERT,data science,Machine learning,Cloud,microsoft azure,model development,Deployment
"Manager, Machine Learning Solutions - IND",Kinaxis Inc,Not disclosed,Bengaluru,. Javascript for business visualizations and embedded business logic . What we are look...,19 Days Ago,Supply chain,Career development,Supply chain management,Javascript,Business planning,Life sciences,HTTP,Forecasting
Machine Learning Instructor,Campalin,Not disclosed,Bengaluru,"help aspirants to Jumpstart their careers in the IT industry. Our lucrative online, f...",30+ Days Ago,Training,Tutor,deep learning,Skill development,Machine learning,Programming,Mentor,big data
Machine learning- Assistant Professor,Hindustan University,Not disclosed,Bengaluru,First Class Post Graduate Degree in the relevant discipline.,30+ Days Ago,Counselor,Mentor,Trainer,Advisor,Educator,Teaching,Assistance,Machine
Machine learning- Professor,Hindustan University,Not disclosed,Bengaluru,Ph. D with minimum 10 years teaching/research experience out of which minimum 5 years s...,30+ Days Ago,Counselor,Mentor,Trainer,Advisor,Educator,Teaching,Training,Counselling
Machine Learning Professional,Gloify,Not disclosed,Bengaluru,We are seeking a talented Deep Learning Engineer with 3-5 years of experience to jo...,30+ Days Ago,deep learning frameworks,algorithms,kubernetes,python,natural language processing,neural networks,audio processing,microsoft azure
Associate Architect - Machine Learning (AWS),Quantiphi Analytics Solutions,Not disclosed,"Mumbai, Bengaluru, Thiruvananthapuram",". 6+ years of relevant hands-on technical experience implementing, and developing cloud...",30+ Days Ago,Solution architecture,Training,software architecture,Neural networks,Machine learning,Open source,Catering,AWS
Machine Learning,Diverse Lynx,Not disclosed,Bengaluru,The candidate must have good communication skills and should be able to work independen...,30+ Days Ago,Computer vision,Web technologies,Neural networks,Django,Machine learning,microsoft azure,Deployment,model development
Django Machine Learning Python,Mascots Corporation,Not disclosed,Bengaluru,"Experienced in model deployment in Django, and ability to infer models using inferenc...",30+ Days Ago,Cloud computing,Backend,GCP,Django,Machine learning,Deployment,Open source,AWS
Staff Data Engineer,Visa,Not disclosed,Bengaluru,Basic Qualifications: . 6+ years of relevant work experience with a Bachelor s Degree o...,26 Days Ago,Architecture,RDBMS,Artificial Intelligence,Machine learning,Data structures,Business solutions,Operations,Monitoring
Senior Data Scientist,Security Based product company,Not disclosed,Hybrid - Bengaluru,"Minimum 5 years of experience in data science roles, with a focus on machine learning a...",5 Days Ago,Deep Learning,Tensorflow,Pytorch,Cnn,Machine Learning,Senior,Machine,Data
Python -AI Developer,Infotrack Telematics Pte.ltd.,Not disclosed,Bengaluru,"Python -AI Developer . 5-8 Yrs . Bangalore IND . Full Time . Analytical, problem solvin...",6 Days Ago,deep learning,Infrastructure management,Analytical,Machine learning,Management,Troubleshooting,Python,Artificial Intelligence
"Full stack Developer-Python,ML,AI",Microland,Not disclosed,Hybrid - Bengaluru,Role: Software DeveloperLocation BangaloreRole Overview:Microland’s AI-CoE is looking ...,23 Days Ago,Artificial Intelligence,Machine Learning,Python,Django,Full Stack,Stack,Machine,Intelligence
Gen AI Coaches/Consultant,Infosys,Not disclosed,Bengaluru,". Bachelors or Masters (BTech/ MTech/ BE/ ME) degree in computer science, data science,...",13 Days Ago,Generative AI,RPA,NLP,LLMs,Chatbots,GPT,Machine Learning,Python
AI/ML Engineer-Generative AI,In Time Tec,Not disclosed,"Jaipur, Bengaluru",In Time Tec is an award-winning IT & software company. In Time Tec offers progressive s...,10 Days Ago,deep learning frameworks,generation,kubernetes,algorithms,python,natural language processing,microsoft azure,machine learning
Generative AI Engineer / GenAI Engineer,Accion Labs,Not disclosed,"Hybrid - Noida, Bengaluru, Mumbai (All Areas)","You have a degree in Computer Science, Artificial Intelligence, Machine Learning, or a ...",13 Days Ago,Generative AI,Machine Learning,NLP,Cloud,Python,Natural Language Processing,Deep Learning,gcp
Senior AI Engineer,Kantar,Not disclosed,"Hybrid - Chennai, Bengaluru",Job profile summary:We are looking for an AI Engineer to be part of our Global Data Sci...,30 Days Ago,Machine Learning,Agile Framework,Docker,Artificial Intelligence,MySQL,Aiml,Big Data,MongoDB
Senior AI Engineer,Siemens,Not disclosed,Bengaluru,". Asa Senior Artificial Intelligence & Machine Learning Engineer at SiemensAdvanta, you...",20 Days Ago,Computer vision,C++,Analytical,Consulting,Machine learning,Pattern recognition,Data mining,SQL
Senior AI/ML Engineer - NLP & Generative AI,Siemens,Not disclosed,Bengaluru,". bachelors or masters degree in computer science, ArtificialIntelligence, Machine Lear...",30+ Days Ago,Architecture,Neural networks,Consulting,Machine learning,Siemens,Information retrieval,Natural language processing,data visualization
Sr Generative AI Engineer,Cargill,Not disclosed,Bengaluru,"The Sr. Generative AI Engineer will architect, design and develop new and existing Gen...",30+ Days Ago,deep learning,Architecture,Industrial products,Machine learning,Cloud,Architecting,Information technology,Software solutions
Sr Lead Engineer - AI ML,"Qualcomm Technologies, Inc",Not disclosed,Bengaluru,". Optimize model execution time on GPU / DSP, to meet customer criteria. Education requ...",30+ Days Ago,C++,Linux,Staffing,Debugging,Machine learning,Application development,Application software,Android
Data Scientist-Blore/chennai imm joiner 2pm-11pm,CMML5 org,15-27.5 Lacs PA,"Hybrid - Chennai, Bengaluru","-5+yrs exp in Data scientist -Strong in data analysis, machine learning & statistical m...",30 Days Ago,Tensorflow,Gen AI,Machine Learning,Python,SQL,Data Science,LLM,Deep Learning
Data Scientist - All Genpact locations,Genpact,Not disclosed,"Hyderabad, Gurugram, Bengaluru","Qualifications: . Education: Bachelors or master s degree in computer science, Statisti...",10 Days Ago,Data Science,Predictive Modeling,GIT,Logistic Regression,Time Series Analysis,Customer Analytics,Statistical Modeling,Marketing Mix
"PRINCIPAL, DATA SCIENTIST",Walmart,Not disclosed,Bengaluru,Minimum 10 years of experience as a data science technical lead . Ability to lead multi...,10 Days Ago,Computer science,Networking,Analytical,Consulting,Machine learning,Agile,Information technology,Forecasting
Data Platform Engineer,Accenture,Not disclosed,Bengaluru,Educational Qualification : 15 years full time education. Summary :As a Data Platform E...,13 Days Ago,sas analytics,data visualization,machine learning algorithms,statistics,data munging,python,data analysis,data analytics
Data Engineer,Accenture,Not disclosed,Bengaluru,"Project Role :Data EngineerProject Role Description :Design, develop and maintain data ...",9 Days Ago,python,data engineering,database design,data modeling,etl,hive,oracle,data analysis
Data Engineer,Accenture,Not disclosed,Bengaluru,"Project Role :Data EngineerProject Role Description :Design, develop and maintain data ...",9 Days Ago,python,data engineering,database design,data modeling,etl,hive,oracle,data analysis
Data Platform Engineer,Accenture,Not disclosed,Bengaluru,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...,9 Days Ago,data analytics,machine learning,machine learning algorithms,statistics,data munging,python,data analysis,natural language processing
Data Platform Engineer,Accenture,Not disclosed,Bengaluru,Minimum 12 year(s) of experience is required. Educational Qualification : 15 years full...,9 Days Ago,python,microsoft azure,pyspark,data architecture,data modeling,hive,continuous integration,data analysis
Data Engineer,Accenture,Not disclosed,Bengaluru,"Project Role :Data EngineerProject Role Description :Design, develop and maintain data ...",9 Days Ago,python,data engineering,database design,data modeling,etl,hive,oracle,data analysis
Data Engineer,Accenture,Not disclosed,Bengaluru,"Project Role :Data EngineerProject Role Description :Design, develop and maintain data ...",9 Days Ago,python,data engineering,data quality,data modeling,etl,hive,oracle,data analysis
Data Platform Engineer,Accenture,Not disclosed,Bengaluru,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...,10 Days Ago,data analytics,data bricks,machine learning algorithms,statistics,data munging,python,data analysis,natural language processing
Data Scientist,Flipkart,Not disclosed,Bengaluru,Build Pricing Machine Learning Products. To succeed in this role you should have the fo...,11 Days Ago,Machine Learning,Mathematical Optimization,Mathematical Modeling,Statistical Modeling,Data Mining,Modeling,Statistics,Machine
Lead Data Scientist - Statistical Expertise,Repucom,Not disclosed,Bengaluru,"Graduate degree in Statistics, Economics, Applied Mathematics, Computer Science, . Engi...",10 Days Ago,Version control,SAS,Coding,Social media,Machine learning,Principal,Analytics,SQL
Data Scientist Manager,Repucom,Not disclosed,Bengaluru,"Familiarity with cloud computing (AWS, Google Cloud preferred)Responsibilities : . 8-12...",10 Days Ago,Cloud computing,Operations research,Interpersonal skills,GIT,data science,Social media,Machine learning,JIRA
Data Platform Engineer,Accenture,Not disclosed,Bengaluru,Minimum 3 year(s) of experience is required. Educational Qualification : 15 years full ...,12 Days Ago,data analytics,machine learning,machine learning algorithms,statistics,data munging,python,data analysis,natural language processing
Data Engineer,Accenture,Not disclosed,Bengaluru,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...,12 Days Ago,python,data engineering,database design,data modeling,etl,hive,oracle,data analysis
GPSG-Data Scientist,IBM,Not disclosed,Bengaluru,Required Technical and Professional Expertise Preferred Technical and Professional Expe...,13 Days Ago,python,ibm cloud,machine learning,data science,machine learning algorithms,algorithms,scipy,natural language processing
Data Engineer,Accenture,Not disclosed,Bengaluru,"Project Role : Data EngineerProject Role Description : Design, develop and maintain dat...",13 Days Ago,azure databricks,microsoft azure,machine learning algorithms,statistics,data munging,linear regression,power bi,machine learning
Data Engineer,Accenture,Not disclosed,Bengaluru,"Project Role : Data EngineerProject Role Description : Design, develop and maintain dat...",13 Days Ago,machine learning,bigquery,machine learning algorithms,statistics,data munging,algorithms,linear regression,power bi
Data Engineer,Accenture,Not disclosed,Bengaluru,"Project Role : Data EngineerProject Role Description : Design, develop and maintain dat...",13 Days Ago,machine learning,bigquery,machine learning algorithms,statistics,data munging,python,linear regression,power bi
Data Platform Engineer,Accenture,Not disclosed,Bengaluru,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...,9 Days Ago,power bi,teradata bi,machine learning algorithms,statistics,data munging,python,performance tuning,data warehousing
Data Platform Engineer,Accenture,Not disclosed,Bengaluru,Project Role :Data Platform EngineerProject Role Description :Assists with the data pla...,9 Days Ago,data warehousing,database administration,sql,plsql,oracle procedural language,python,oracle,performance tuning
Data Platform Engineer,Accenture,Not disclosed,Bengaluru,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...,9 Days Ago,data warehousing,microsoft azure,erwin,data modeling,data vault,python,oracle,er studio
Data Platform Engineer,Accenture,Not disclosed,Bengaluru,Minimum 12 year(s) of experience is required. Educational Qualification : Engineering g...,9 Days Ago,data analytics,data security,blueprint,data bricks,troubleshooting,hive,amazon redshift,data warehousing
Data Platform Engineer,Accenture,Not disclosed,Bengaluru,Project Role :Data Platform EngineerProject Role Description :Assists with the data pla...,9 Days Ago,data architecture,nosql,data architecture principles,hadoop,data integration,data dictionary,business analysis,wireframing
Data Platform Engineer,Accenture,Not disclosed,Bengaluru,Minimum 5 year(s) of experience is required. Educational Qualification : Engineering gr...,10 Days Ago,data analytics,data security,database design,data modeling,design principles,hive,python,microsoft azure
Data Platform Engineer,Accenture,Not disclosed,Bengaluru,Minimum 12 year(s) of experience is required. Educational Qualification : 15 years full...,10 Days Ago,data analytics,blueprint,data bricks,vmware administration,data modeling,hive,python,project management
Data Engineer,Repucom,Not disclosed,Bengaluru,. Bachelors degree in Computer Science or equivalent degree . 3+ years of software expe...,10 Days Ago,GIT,Social media,Analytical,Debugging,Machine learning,Javascript,Troubleshooting,JIRA
Data Engineer,Accenture,Not disclosed,Bengaluru,"Create data pipelines, ensure data quality, and implement ETL (extract, transform and l...",13 Days Ago,data analytics,machine learning,machine learning algorithms,statistics,data munging,algorithms,system software,power bi
Data Engineer - X Delivery,Boston Consulting Group,Not disclosed,Bengaluru,Strong analytics skills with the ability to develop and codify knowledge and provide an...,14 Days Ago,Automation,Web development,Consulting,Machine learning,Packaging,System design,Analytics,Python
Machine learning + Azure,Aphthartos Technologies,Not disclosed,"Hybrid - Kolkata, Hyderabad, Pune, Chennai, Bengaluru, Delhi / NCR","3-4 end to end ML life cycle Python.SQL Azure cloud services like Databricks, Azure ML,...",30 Days Ago,Azure,Machine learning,ML,Machine,Microsoft Azure,,,
"Senior Data Scientist || MNC || Bangalore, Hyderabad",Yuva Global Services,10-20 Lacs PA,"Bangalore Rural, Hyderabad, Bengaluru",This position requires a detail-oriented person who has experience in big data analysis...,2 Days Ago,Big Data,SQL,Spark,Python,Scipy,SVM,Machine Learning,Numpy
Senior IT Analyst I - Global Data and Analytics,Allegion,Not disclosed,Bengaluru,"Bachelor s degree in computer science, Data Science, Engineering, or a related fieldBas...",3 Days Ago,PLM,Computer science,Talent acquisition,Machine learning,Data quality,data integrity,data visualization,Analytics
AI / ML Engineer,Accenture,Not disclosed,Bengaluru,"Could also include but not limited to deep learning, neural networks, chatbots, image p...",29 Days Ago,presentation skills,machine learning,aws lambda,aws,ml,image processing,algorithms,chatbot
AI / ML Engineer,Accenture,Not disclosed,Bengaluru,"Could also include but not limited to deep learning, neural networks, chatbots, image p...",29 Days Ago,presentation skills,machine learning,aws lambda,aws,ml,image processing,algorithms,chatbot
AI / ML Engineer,Accenture,Not disclosed,Bengaluru,"Must have experience in GenAI and machine Learning skills Proficient in Python, SQL Goo...",29 Days Ago,python,machine learning,sql,statistical modeling,ml,natural language processing,ibm cloud,microsoft azure
AI / ML Engineer,Accenture,Not disclosed,Bengaluru,Minimum 12 year(s) of experience is required. Educational Qualification : 15 years full...,16 Days Ago,transformers,neural networks,software development methodologies,cloud computing platform,machine learning algorithms,c#,python,natural language processing
AI / ML Engineer,Accenture,Not disclosed,Bengaluru,Project Role Description : Develops applications and systems that utilize AI to improve...,16 Days Ago,algorithms,lucene,artificial intelligence,deep learning,ml,image processing,chatbot,data analysis
AI / ML Engineer,Accenture,Not disclosed,Bengaluru,Project Role :AI / ML EngineerProject Role Description :Develops applications and syste...,16 Days Ago,python,machine learning,machine learning algorithms,statistics,data munging,algorithms,natural language processing,scikit-learn
AI / ML Engineer,Accenture,Not disclosed,Bengaluru,Project Role : AI / ML EngineerProject Role Description : Develops applications and sys...,17 Days Ago,python,natural language processing,microsoft azure,pipeline,data munging,image processing,chatbot,c++
AI / ML Engineer,Accenture,Not disclosed,Bengaluru,Project Role :AI / ML EngineerProject Role Description :Develops applications and syste...,18 Days Ago,python,machine learning,deep learning,r,ml,image processing,chatbot,c++
AI / ML Engineer,Accenture,Not disclosed,Bengaluru,Project Role :AI / ML EngineerProject Role Description :Develops applications and syste...,18 Days Ago,python,machine learning,machine learning algorithms,statistics,data munging,algorithms,natural language processing,scikit-learn
Generative AI Engineer,Deloitte,Not disclosed,Bengaluru,"Experience Required: 5+ yearsHi, We are looking for Candidates who are having experienc...",19 Days Ago,generative AI models,Data Science,NLP,data analysis,cloud platforms,Machine Learning,Python,Cloud Platform
AI / ML Engineer,Accenture,Not disclosed,Bengaluru,"Stay updated with the latest advancements in AI and machine learning, integrating innov...",27 Days Ago,python,natural language processing,microsoft azure,deep learning,data munging,image processing,chatbot,c++
AI / ML Engineer,Accenture,Not disclosed,Bengaluru,Educational Qualification : 15 years full time education. Summary: As an AI / ML Engine...,27 Days Ago,linear regression,machine learning,machine learning algorithms,statistics,data munging,image processing,algorithms,chatbot
AI / ML Engineer,Accenture,Not disclosed,Bengaluru,"Stay updated with the latest advancements in AI and machine learning, integrating innov...",27 Days Ago,chatbot,natural language processing,networking,deep learning,data munging,image processing,python,data analysis
AI / ML Engineer,Accenture,Not disclosed,Bengaluru,"Stay updated with the latest advancements in AI and machine learning, integrating innov...",27 Days Ago,chatbot,python,natural language processing,deep learning,data munging,image processing,c++,data analysis
AI / ML Engineer,Accenture,Not disclosed,Bengaluru,Must have skills : Natural Language Processing (NLP)Minimum 12 year(s) of experience is...,27 Days Ago,python,natural language processing,data mining,nltk,r,image processing,algorithms,chatbot
AI / ML Engineer,Accenture,Not disclosed,Bengaluru,"Could also include but not limited to deep learning, neural networks, chatbots, image p...",29 Days Ago,python,google,machine learning,java,spark,image processing,chatbot,kubernetes
